 db  | insee |                 name                  | idvoie  |    cea     | l5_insee | delta 
 RAN | 61491 | LE BOURG                              | 1201938 | 6106522229 | 61065    | !
 RAN | 61491 | LE BOURG                              | 3351076 | 610162222V | 61016    | !
 RAN | 61491 | LE BOURG                              | 1203154 | 6109022224 | 61090    | !
 BAN | 61491 | LE PARC                               |         |            | 61491    | !
 RAN | 61491 | LE PARC                               | 1201961 | 6106522236 | 61065    | !
 RAN | 61491 | LE PARC                               | 1214774 | 613432222R | 61343    | !
 BAN | 62834 | RUE D HESDIN                          |         |            | 62834    | !
 RAN | 62834 | RUE D HESDIN                          | 1233584 | 6283422224 | 62305    | !
 RAN | 62834 | RUE D HESDIN                          | 4309488 | 62834222BP | 62834    | !
 BAN | 63160 | LE BOURG                              |         |            | 63160    | !
 RAN | 63160 | LE BOURG                              | 1252292 | 630182222Y | 63018    | !
 BAN | 64430 | RUE LACARRERE                         |         |            | 64430    | !
 RAN | 64430 | RUE LACARRERE                         | 1280809 | 64430222CU | 64497    | !
 BAN | 65059 | LESPONNE VILLAGE                      |         |            | 65059    | !
 RAN | 65059 | LESPONNE VILLAGE                      | 2975826 | 65059222H7 | 65903    | !
 RAN | 65059 | LESPONNE VILLAGE                      | 4375972 | 6505922B9T | 65059    | !
 BAN | 65282 | LE VILLAGE                            |         |            | 65282    | !
 RAN | 65282 | LE VILLAGE                            | 1282256 | 6502722223 | 65027    | !
 BAN | 67004 | RUE DE LA FORET                       |         |            | 67004    | !
 RAN | 67004 | RUE DE LA FORET                       | 1303119 | 6704122229 | 67041    | !
 RAN | 67004 | RUE DE LA FORET                       | 4232896 | 67004222EB | 67004    | !
 BAN | 67061 | ZONE INDUSTRIELLE                     |         |            | 67061    | !
 RAN | 67061 | ZONE INDUSTRIELLE                     | 1308725 | 670612224Z | 67219    | !
 BAN | 67122 | ZIMMERPLATZ                           |         |            | 67122    | !
 RAN | 67122 | ZIMMERPLATZ                           | 1318683 | 671222223T | 67518    | !
 BAN | 67160 | RUE PRINCIPALE                        |         |            | 67160    | !
 RAN | 67160 | RUE PRINCIPALE                        | 1306575 | 6716022234 | 67160    | !
 RAN | 67160 | RUE PRINCIPALE                        | 1310568 | 67160222VR | 67294    | !
 BAN | 67176 | RUE DE L ETANG                        |         |            | 67176    | !
 RAN | 67176 | RUE DE L ETANG                        | 1305137 | 6717622224 | 67114    | !
 BAN | 67176 | RUE DU CIMETIERE                      |         |            | 67176    | !
 RAN | 67176 | RUE DU CIMETIERE                      | 1305141 | 6717622229 | 67114    | !
 BAN | 67176 | RUE PRINCIPALE                        |         |            | 67176    | !
 RAN | 67176 | RUE PRINCIPALE                        | 1306772 | 671762222I | 67170    | !
 RAN | 67176 | RUE PRINCIPALE                        | 1305142 | 671762243P | 67114    | !
 RAN | 67176 | RUE PRINCIPALE                        | 4452625 | 67176224HE | 67932    | !
 BAN | 67206 | RUE DU CAMP                           |         |            | 67206    | !
 RAN | 67206 | RUE DU CAMP                           | 1309598 | 6720622234 | 67262    | !
 BAN | 67206 | RUE PRINCIPALE                        |         |            | 67206    | !
 RAN | 67206 | RUE PRINCIPALE                        | 1307719 | 672062222B | 67193    | !
 BAN | 67351 | RUE DE L ECOLE                        |         |            | 67351    | !
 RAN | 67351 | RUE DE L ECOLE                        | 1311677 | 6735122226 | 67332    | !
 BAN | 67372 | RUE DU CERF                           |         |            | 67372    | !
 RAN | 67372 | RUE DU CERF                           | 1318230 | 674962222L | 67496    | !
 RAN | 67372 | RUE DU CERF                           | 4150909 | 67372223M6 | 67372    | !
 BAN | 67442 | RUE DE L EGLISE                       |         |            | 67442    | !
 RAN | 67442 | RUE DE L EGLISE                       | 1314635 | 674422222G | 67224    | !
 RAN | 67442 | RUE DE L EGLISE                       | 4311266 | 674422237N | 67442    | !
 BAN | 67495 | RUE PRINCIPALE                        |         |            | 67495    | !
 RAN | 67495 | RUE PRINCIPALE                        | 1312954 | 673742222X | 67374    | !
 BAN | 68056 | RUE DE L ILLBERG                      |         |            | 68056    | !
 RAN | 68056 | RUE DE L ILLBERG                      | 1322767 | 680702222T | 68070    | !
 BAN | 68056 | RUE DES CHARS                         |         |            | 68056    | !
 RAN | 68056 | RUE DES CHARS                         | 2239277 | 680562226Z | 68056    | !
 RAN | 68056 | RUE DES CHARS                         | 1322781 | 680702223C | 68070    | !
 BAN | 69208 | LE BOURG                              |         |            | 69208    | !
 RAN | 69208 | LE BOURG                              | 3955683 | 6914422234 | 69144    | !
 BAN | 69248 | CHEZ BUTEAUX                          |         |            | 69248    | !
 RAN | 69248 | CHEZ BUTEAUX                          | 1336596 | 690412222B | 69041    | !
 BAN | 69248 | CHEZ DULAC                            |         |            | 69248    | !
 RAN | 69248 | CHEZ DULAC                            | 1336614 | 690412222Z | 69041    | !
 BAN | 69248 | CHEZ FAUREZIEN                        |         |            | 69248    | !
 RAN | 69248 | CHEZ FAUREZIEN                        | 1336613 | 690412222Y | 69041    | !
 BAN | 69248 | CHEZ NICOLAS                          |         |            | 69248    | !
 RAN | 69248 | CHEZ NICOLAS                          | 1342320 | 691292222H | 69129    | !
 BAN | 69248 | CHEZ PATAY                            |         |            | 69248    | !
 RAN | 69248 | CHEZ PATAY                            | 1342344 | 691292223G | 69129    | !
 BAN | 69248 | FROMENTAL                             |         |            | 69248    | !
 RAN | 69248 | FROMENTAL                             | 1335254 | 690252224I | 69025    | !
 BAN | 69248 | LA CHARMAILLE                         |         |            | 69248    | !
 RAN | 69248 | LA CHARMAILLE                         | 1335250 | 690252224C | 69025    | !
 BAN | 69248 | LA COUR                               |         |            | 69248    | !
 RAN | 69248 | LA COUR                               | 1342280 | 6912822233 | 69128    | !
 BAN | 69248 | LA CROIX MULSANT                      |         |            | 69248    | !
 RAN | 69248 | LA CROIX MULSANT                      | 1335241 | 690252223Z | 69025    | !
 BAN | 69248 | LA FAILLE                             |         |            | 69248    | !
 RAN | 69248 | LA FAILLE                             | 1336598 | 690412222E | 69041    | !
 BAN | 69248 | LA FEE                                |         |            | 69248    | !
 RAN | 69248 | LA FEE                                | 2827661 | 690412223B | 69041    | !
 BAN | 69248 | LA VILLETTE                           |         |            | 69248    | !
 RAN | 69248 | LA VILLETTE                           | 1336594 | 6904122229 | 69041    | !
 BAN | 69248 | LE BESSY                              |         |            | 69248    | !
 RAN | 69248 | LE BESSY                              | 2828062 | 691282224G | 69128    | !
 BAN | 69248 | LE CALVAIRE                           |         |            | 69248    | !
 RAN | 69248 | LE CALVAIRE                           | 1342309 | 6912922223 | 69129    | !
 BAN | 69248 | LE CHALUMET                           |         |            | 69248    | !
 RAN | 69248 | LE CHALUMET                           | 1342278 | 691282222Z | 69128    | !
 BAN | 69248 | LE CREUX                              |         |            | 69248    | !
 RAN | 69248 | LE CREUX                              | 1342316 | 691292222C | 69129    | !
 BAN | 69248 | LE MANTELIER                          |         |            | 69248    | !
 RAN | 69248 | LE MANTELIER                          | 1342337 | 6912922236 | 69129    | !
 BAN | 69248 | LE MARTORET                           |         |            | 69248    | !
 RAN | 69248 | LE MARTORET                           | 1336609 | 690412222U | 69041    | !
 BAN | 69248 | L ENFER                               |         |            | 69248    | !
 RAN | 69248 | L ENFER                               | 1336604 | 690412222N | 69041    | !
 BAN | 69248 | LES AIDONS                            |         |            | 69248    | !
 RAN | 69248 | LES AIDONS                            | 1342275 | 691282222V | 69128    | !
 BAN | 69248 | LE SAPIN                              |         |            | 69248    | !
 RAN | 69248 | LE SAPIN                              | 1342328 | 691292222T | 69129    | !
 BAN | 69248 | LES BAIES                             |         |            | 69248    | !
 RAN | 69248 | LES BAIES                             | 1336602 | 690412222L | 69041    | !
 BAN | 69248 | LES BORNES                            |         |            | 69248    | !
 RAN | 69248 | LES BORNES                            | 1336593 | 6904122227 | 69041    | !
 BAN | 69248 | LES COMBES                            |         |            | 69248    | !
 RAN | 69248 | LES COMBES                            | 1335265 | 690252224Y | 69025    | !
 RAN | 69248 | LES COMBES                            | 1336618 | 6904122236 | 69041    | !
 BAN | 69248 | LES DEAUX                             |         |            | 69248    | !
 RAN | 69248 | LES DEAUX                             | 1342277 | 691282222Y | 69128    | !
 BAN | 69248 | LES ESSERTS                           |         |            | 69248    | !
 RAN | 69248 | LES ESSERTS                           | 1335249 | 690252224B | 69025    | !
 BAN | 69248 | LE SIBERT                             |         |            | 69248    | !
 RAN | 69248 | LE SIBERT                             | 1342329 | 691292222U | 69129    | !
 BAN | 69248 | LES MOUILLES                          |         |            | 69248    | !
 RAN | 69248 | LES MOUILLES                          | 1342297 | 691282223S | 69128    | !
 BAN | 69248 | LE SOUCHON                            |         |            | 69248    | !
 RAN | 69248 | LE SOUCHON                            | 1342317 | 691292222E | 69129    | !
 BAN | 69248 | LES PLACES                            |         |            | 69248    | !
 RAN | 69248 | LES PLACES                            | 1342310 | 6912922224 | 69129    | !
 BAN | 69248 | LES SEIGNES                           |         |            | 69248    | !
 RAN | 69248 | LES SEIGNES                           | 1335259 | 690252224R | 69025    | !
 BAN | 69248 | LE SUD                                |         |            | 69248    | !
